STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,RAPE
ANDHRA PRADESH,ADILABAD,2001,101,60,50
ANDHRA PRADESH,ANANTAPUR,2001,151,125,23
ANDHRA PRADESH,CHITTOOR,2001,101,57,27
ANDHRA PRADESH,CUDDAPAH,2001,80,53,20
ANDHRA PRADESH,EAST GODAVARI,2001,82,67,23
ANDHRA PRADESH,GUNTAKAL RLY.,2001,3,1,0
ANDHRA PRADESH,GUNTUR,2001,182,88,54
ANDHRA PRADESH,HYDERABAD CITY,2001,111,113,37
ANDHRA PRADESH,KARIMNAGAR,2001,162,85,56
ANDHRA PRADESH,KHAMMAM,2001,93,60,47
ANDHRA PRADESH,KRISHNA,2001,65,51,37
ANDHRA PRADESH,KURNOOL,2001,133,72,29
ANDHRA PRADESH,MAHABOOBNAGAR,2001,157,67,59
ANDHRA PRADESH,MEDAK,2001,101,56,35
ANDHRA PRADESH,NALGONDA,2001,122,60,35
ANDHRA PRADESH,NELLORE,2001,89,69,46
ANDHRA PRADESH,NIZAMABAD,2001,106,49,21
ANDHRA PRADESH,PRAKASHAM,2001,102,82,19
ANDHRA PRADESH,RANGA REDDY,2001,214,95,72
ANDHRA PRADESH,SECUNDERABAD RLY.,2001,6,0,0
ANDHRA PRADESH,SRIKAKULAM,2001,38,10,8
ANDHRA PRADESH,VIJAYAWADA,2001,53,44,25
ANDHRA PRADESH,VIJAYAWADA RLY.,2001,2,1,1
ANDHRA PRADESH,VISAKHA RURAL,2001,58,29,12
ANDHRA PRADESH,VISAKHAPATNAM,2001,22,10,13
ANDHRA PRADESH,VIZIANAGARAM,2001,33,14,8
ANDHRA PRADESH,WARANGAL,2001,158,79,53
ANDHRA PRADESH,WEST GODAVARI,2001,77,58,61
ANDHRA PRADESH,TOTAL,2001,2602,1555,871
ARUNACHAL PRADESH,CHANGLANG,2001,11,2,1
ARUNACHAL PRADESH,DIBANG VALLEY,2001,3,5,2
ARUNACHAL PRADESH,KAMENG EAST,2001,3,1,2
ARUNACHAL PRADESH,KAMENG WEST,2001,4,2,0
ARUNACHAL PRADESH,LOHIT,2001,16,6,2
ARUNACHAL PRADESH,PAPUM PARE,2001,11,8,9
ARUNACHAL PRADESH,SIANG EAST,2001,7,0,5
ARUNACHAL PRADESH,SIANG UPPER,2001,1,1,2
ARUNACHAL PRADESH,SIANG WEST,2001,5,14,4
ARUNACHAL PRADESH,SUBANSIRI LOWER,2001,8,10,2
ARUNACHAL PRADESH,SUBANSIRI UPPER,2001,4,0,2
ARUNACHAL PRADESH,TAWANG,2001,2,0,1
ARUNACHAL PRADESH,TIRAP,2001,8,4,1
ARUNACHAL PRADESH,TOTAL,2001,83,53,33
ASSAM,BARPETA,2001,64,5,28
ASSAM,BONGAIGAON,2001,45,22,20
ASSAM,C.I.D.,2001,0,0,0
ASSAM,CACHAR,2001,52,30,45
ASSAM,DARRANG,2001,61,13,48
ASSAM,DHEMAJI,2001,15,16,42
ASSAM,DHUBRI,2001,65,23,43
ASSAM,DIBRUGARH,2001,110,22,35
ASSAM,G.R.P.,2001,13,1,1
ASSAM,GOALPARA,2001,28,12,35
ASSAM,GOLAGHAT,2001,53,2,30
ASSAM,GUWAHATI CITY,2001,71,44,37
ASSAM,HAILAKANDI,2001,18,4,24
ASSAM,JORHAT,2001,40,22,42
ASSAM,KAMRUP,2001,37,30,21
ASSAM,KARBI ANGLONG,2001,65,26,5
ASSAM,KARIMGANJ,2001,32,20,33
ASSAM,KOKRAJHAR,2001,87,27,14
ASSAM,LAKHIMPUR,2001,26,21,64
ASSAM,MORIGAON,2001,20,9,23
ASSAM,N.C.HILLS,2001,17,8,2
ASSAM,NAGAON,2001,95,22,51
ASSAM,NALBARI,2001,79,36,30
ASSAM,R.P.O.,2001,11,0,3
ASSAM,SIBSAGAR,2001,59,24,47
ASSAM,SONITPUR,2001,86,25,53
ASSAM,TINSUKIA,2001,107,17,41
ASSAM,TOTAL,2001,1356,481,817
BIHAR,ARARIA,2001,47,27,93
BIHAR,ARWAL,2001,37,64,0
BIHAR,AURANGABAD,2001,74,46,16
BIHAR,BAGAHA,2001,34,67,25
BIHAR,BANKA,2001,93,16,34
BIHAR,BEGUSARAI,2001,124,77,13
BIHAR,BETTIAH,2001,66,9,20
BIHAR,BHABHUA,2001,41,25,10
BIHAR,BHAGALPUR,2001,128,73,35
BIHAR,BHOJPUR,2001,135,33,22
BIHAR,BUXAR,2001,56,38,8
BIHAR,DARBHANGA,2001,53,64,19
BIHAR,GAYA,2001,200,170,25
BIHAR,GOPALGANJ,2001,107,92,13
BIHAR,JAMALPUR RLY.,2001,7,0,1
BIHAR,JAMUI,2001,67,74,10
BIHAR,JEHANABAD,2001,73,80,6
BIHAR,KATIHAR,2001,60,47,51
BIHAR,KATIHAR RLY.,2001,7,0,0
BIHAR,KHAGARIA,2001,72,27,5
BIHAR,KISHANGANJ,2001,25,15,22
BIHAR,LAKHISARAI,2001,61,44,10
BIHAR,MADHEPURA,2001,56,23,11
BIHAR,MADHUBANI,2001,35,65,13
BIHAR,MOTIHARI,2001,114,98,44
BIHAR,MUNGER,2001,51,108,11
BIHAR,MUZAFFARPUR,2001,153,162,73
BIHAR,MUZAFFARPUR RLY.,2001,13,3,2
BIHAR,NALANDA,2001,208,249,40
BIHAR,NAUGACHIA,2001,36,65,7
BIHAR,NAWADAH,2001,77,54,15
BIHAR,PATNA,2001,434,581,27
BIHAR,PATNA RLY.,2001,24,21,1
BIHAR,PURNEA,2001,104,89,39
BIHAR,ROHTAS,2001,127,112,25
BIHAR,SAHARSA,2001,36,151,12
BIHAR,SAMASTIPUR,2001,107,115,19
BIHAR,SARAN,2001,137,70,20
BIHAR,SHEIKHPURA,2001,28,1,3
BIHAR,SHEOHAR,2001,18,0,11
BIHAR,SITAMARHI,2001,51,5,23
BIHAR,SIWAN,2001,116,150,4
BIHAR,SUPAUL,2001,41,61,30
BIHAR,VAISHALI,2001,110,148,20
BIHAR,TOTAL,2001,3643,3419,888
CHHATTISGARH,BALRAMPUR,2001,13,2,17
CHHATTISGARH,BILASPUR,2001,99,42,69
CHHATTISGARH,BIZAPUR,2001,9,13,4
CHHATTISGARH,DANTEWARA,2001,83,37,19
CHHATTISGARH,DHAMTARI,2001,14,6,22
CHHATTISGARH,DURG,2001,76,66,144
CHHATTISGARH,GRP RAIPUR,2001,2,1,0
CHHATTISGARH,JAGDALPUR,2001,80,35,59
CHHATTISGARH,JANJGIR,2001,48,29,29
CHHATTISGARH,JASHPUR,2001,37,16,36
CHHATTISGARH,KANKER,2001,31,17,42
CHHATTISGARH,KAWARDHA,2001,19,12,35
CHHATTISGARH,KORBA,2001,33,13,46
CHHATTISGARH,KORIYA,2001,35,25,34
CHHATTISGARH,MAHASAMUND,2001,18,20,43
CHHATTISGARH,RAIGARH,2001,50,24,53
CHHATTISGARH,RAIPUR,2001,92,102,104
CHHATTISGARH,RAJNANDGAON,2001,36,27,58
CHHATTISGARH,SARGUJA,2001,105,42,145
CHHATTISGARH,TOTAL,2001,880,529,959
GOA,NORTH GOA,2001,22,16,4
GOA,SOUTH GOA,2001,14,14,8
GOA,TOTAL,2001,36,30,12
GUJARAT,AHMEDABAD COMMR.,2001,90,58,39
GUJARAT,AHMEDABAD RURAL,2001,26,17,5
GUJARAT,AHWA-DANG,2001,6,0,1
GUJARAT,AMRELI,2001,41,11,2
GUJARAT,ANAND,2001,28,16,3
GUJARAT,BHARUCH,2001,37,14,4
GUJARAT,BHAVNAGAR,2001,64,28,9
GUJARAT,DAHOD,2001,36,8,5
GUJARAT,GANDHINAGAR,2001,25,11,4
GUJARAT,HIMATNAGAR,2001,55,9,17
GUJARAT,JAMNAGAR,2001,48,27,20
GUJARAT,JUNAGADH,2001,56,37,14
GUJARAT,KHEDA NORTH,2001,42,5,11
GUJARAT,KUTCH,2001,34,29,2
GUJARAT,MEHSANA,2001,28,17,4
GUJARAT,NARMADA,2001,16,3,8
GUJARAT,NAVSARI,2001,26,6,2
GUJARAT,PALANPUR,2001,52,45,18
GUJARAT,PANCHMAHAL,2001,56,13,5
GUJARAT,PATAN,2001,24,18,3
GUJARAT,PORBANDAR,2001,15,9,6
GUJARAT,RAJKOT COMMR.,2001,29,33,5
GUJARAT,RAJKOT RURAL,2001,30,36,20
GUJARAT,SURAT COMMR.,2001,98,19,11
GUJARAT,SURAT RURAL,2001,62,8,26
GUJARAT,SURENDRANAGAR,2001,38,17,11
GUJARAT,VADODARA COMMR.,2001,34,14,3
GUJARAT,VADODARA RURAL,2001,71,13,18
GUJARAT,VALSAD,2001,44,8,9
GUJARAT,W.RLY,2001,15,8,1
GUJARAT,TOTAL,2001,1226,537,286
HARYANA,AMBALA,2001,26,23,11
HARYANA,BHIWANI,2001,40,20,10
HARYANA,FARIDABAD,2001,68,38,37
HARYANA,FATEHABAD,2001,18,23,17
HARYANA,GRP,2001,24,3,0
HARYANA,GURGAON,2001,69,30,32
HARYANA,HISSAR,2001,45,53,10
HARYANA,JHAJJAR,2001,48,28,21
HARYANA,JIND,2001,37,21,21
HARYANA,KAITHAL,2001,33,15,16
HARYANA,KARNAL,2001,42,24,44
HARYANA,KURUKSHETRA,2001,20,8,31
HARYANA,MAHENDRAGARH,2001,26,10,11
HARYANA,PANCHKULA,2001,12,7,6
HARYANA,PANIPAT,2001,43,26,38
HARYANA,REWARI,2001,21,13,11
HARYANA,ROHTAK,2001,57,29,28
HARYANA,SIRSA,2001,37,33,17
HARYANA,SONIPAT,2001,73,49,15
HARYANA,YAMUNANAGAR,2001,42,14,22
HARYANA,TOTAL,2001,781,467,398
HIMACHAL PRADESH,BILASPUR,2001,8,10,5
HIMACHAL PRADESH,CHAMBA,2001,13,3,12
HIMACHAL PRADESH,G.R.P.,2001,1,0,0
HIMACHAL PRADESH,HAMIRPUR,2001,2,5,3
HIMACHAL PRADESH,KANGRA,2001,24,16,18
HIMACHAL PRADESH,KINNAUR,2001,5,0,6
HIMACHAL PRADESH,KULLU,2001,13,1,13
HIMACHAL PRADESH,LAHAUL-SPITI,2001,1,0,2
HIMACHAL PRADESH,MANDI,2001,18,8,16
HIMACHAL PRADESH,SHIMLA,2001,14,13,18
HIMACHAL PRADESH,SIRMAUR,2001,3,5,10
HIMACHAL PRADESH,SOLAN,2001,11,8,12
HIMACHAL PRADESH,UNA,2001,6,6,9
HIMACHAL PRADESH,TOTAL,2001,119,75,124
JAMMU & KASHMIR,ANANTNAG,2001,74,41,6
JAMMU & KASHMIR,AWANTIPORA,2001,25,3,1
JAMMU & KASHMIR,BARAMULLA,2001,144,155,28
JAMMU & KASHMIR,BORDER,2001,6,42,12
JAMMU & KASHMIR,BUDGAM,2001,78,103,7
JAMMU & KASHMIR,CRIME JAMMU,2001,0,0,0
JAMMU & KASHMIR,CRIME SRINAGAR,2001,0,0,0
JAMMU & KASHMIR,DODA,2001,104,147,7
JAMMU & KASHMIR,GANDERBAL,2001,24,8,5
JAMMU & KASHMIR,JAMMU,2001,27,82,13
JAMMU & KASHMIR,KARGIL,2001,0,0,0
JAMMU & KASHMIR,KATHUA,2001,16,28,13
JAMMU & KASHMIR,KULGAM,2001,39,16,6
JAMMU & KASHMIR,KUPWARA,2001,141,269,6
JAMMU & KASHMIR,LEH,2001,3,1,0
JAMMU & KASHMIR,POONCH,2001,100,189,13
JAMMU & KASHMIR,PULWAMA,2001,46,90,7
JAMMU & KASHMIR,RAILWAYS,2001,1,1,0
JAMMU & KASHMIR,RAJOURI,2001,76,97,17
JAMMU & KASHMIR,RAMBAN,2001,51,50,3
JAMMU & KASHMIR,REASI,2001,36,75,7
JAMMU & KASHMIR,SRINAGAR,2001,63,49,8
JAMMU & KASHMIR,UDHAMPUR,2001,21,28,10
JAMMU & KASHMIR,TOTAL,2001,1075,1474,169
JHARKHAND,BOKARO,2001,70,75,26
JHARKHAND,CHAIBASA,2001,109,34,32
JHARKHAND,CHATRA,2001,40,10,6
JHARKHAND,DEOGHAR,2001,47,82,22
JHARKHAND,DHANBAD,2001,97,31,32
JHARKHAND,DHANBAD RLY.,2001,11,0,2
JHARKHAND,DUMKA,2001,63,32,27
JHARKHAND,GARHWA,2001,32,6,11
JHARKHAND,GIRIDIH,2001,63,65,42
JHARKHAND,GODDA,2001,61,0,37
JHARKHAND,GUMLA,2001,136,18,29
JHARKHAND,HAZARIBAGH,2001,76,35,41
JHARKHAND,JAMSHEDPUR,2001,81,190,50
JHARKHAND,JAMSHEDPUR RLY.,2001,4,0,1
JHARKHAND,JAMTARA,2001,22,30,18
JHARKHAND,KODERMA,2001,21,18,2
JHARKHAND,LATEHAR,2001,54,8,12
JHARKHAND,LOHARDAGGA,2001,33,4,12
JHARKHAND,PAKUR,2001,31,19,23
JHARKHAND,PALAMU,2001,73,52,15
JHARKHAND,RANCHI,2001,243,65,73
JHARKHAND,SAHEBGANJ,2001,47,34,20
JHARKHAND,SARAIKELA,2001,44,56,17
JHARKHAND,SIMDEGA,2001,49,2,17
JHARKHAND,TOTAL,2001,1507,866,567
KARNATAKA,BAGALKOT,2001,59,34,2
KARNATAKA,BANGALORE COMMR.,2001,221,327,40
KARNATAKA,BANGALORE RURAL,2001,137,86,13
KARNATAKA,BELGAUM,2001,120,55,8
KARNATAKA,BELLARY,2001,58,41,16
KARNATAKA,BIDAR,2001,48,58,7
KARNATAKA,BIJAPUR,2001,51,47,6
KARNATAKA,CHAMARAJNAGAR,2001,19,18,4
KARNATAKA,CHICKMAGALUR,2001,41,24,8
KARNATAKA,CHITRADURGA,2001,31,22,18
KARNATAKA,DAKSHIN KANNADA,2001,33,36,3
KARNATAKA,DAVANAGERE,2001,58,39,22
KARNATAKA,DHARWAD COMMR.,2001,16,24,4
KARNATAKA,DHARWAD RURAL,2001,25,10,3
KARNATAKA,GADAG,2001,22,17,2
KARNATAKA,GULBARGA,2001,95,83,20
KARNATAKA,HASSAN,2001,64,69,20
KARNATAKA,HAVERI,2001,24,17,3
KARNATAKA,K.G.F.,2001,20,22,1
KARNATAKA,KODAGU,2001,26,33,4
KARNATAKA,KOLAR,2001,69,72,17
KARNATAKA,KOPPAL,2001,23,33,6
KARNATAKA,MANDYA,2001,67,47,15
KARNATAKA,MYSORE COMMR.,2001,32,34,2
KARNATAKA,MYSORE RURAL,2001,53,58,12
KARNATAKA,RAICHUR,2001,33,38,12
KARNATAKA,RAILWAYS,2001,12,0,1
KARNATAKA,SHIMOGA,2001,56,48,12
KARNATAKA,TUMKUR,2001,80,55,6
KARNATAKA,UDUPI,2001,16,14,2
KARNATAKA,UTTAR KANNADA,2001,17,14,4
KARNATAKA,TOTAL,2001,1626,1475,293
KERALA,ALAPUZHA,2001,22,32,21
KERALA,CBCID,2001,22,7,2
KERALA,ERNAKULAM,2001,44,67,38
KERALA,IDUKKI,2001,33,30,34
KERALA,KANNUR,2001,26,58,42
KERALA,KASARGOD,2001,18,23,28
KERALA,KOLLAM,2001,41,65,55
KERALA,KOTTAYAM,2001,34,26,22
KERALA,KOZHIKODE,2001,34,35,39
KERALA,MALAPPURAM,2001,23,33,71
KERALA,PALAKKAD,2001,45,57,63
KERALA,PATHANAMTHITTA,2001,20,13,12
KERALA,RAILWAYS,2001,0,0,1
KERALA,THRISSUR,2001,42,79,42
KERALA,TRIVANDRUM,2001,53,79,57
KERALA,WAYANADU,2001,15,11,35
KERALA,TOTAL,2001,472,615,562
MADHYA PRADESH,BALAGHAT,2001,56,43,87
MADHYA PRADESH,BARWANI,2001,41,30,34
MADHYA PRADESH,BETUL,2001,56,48,95
MADHYA PRADESH,BHIND,2001,63,97,31
MADHYA PRADESH,BHOPAL,2001,61,109,106
MADHYA PRADESH,BHOPAL RLY.,2001,5,3,1
MADHYA PRADESH,CHHATARPUR,2001,54,72,65
MADHYA PRADESH,CHHINDWARA,2001,78,51,93
MADHYA PRADESH,DAMOH,2001,43,78,66
MADHYA PRADESH,DATIYA,2001,53,55,12
MADHYA PRADESH,DEWAS,2001,50,112,78
MADHYA PRADESH,DHAR,2001,89,99,68
MADHYA PRADESH,DINDORI,2001,13,4,20
MADHYA PRADESH,GUNA,2001,71,72,124
MADHYA PRADESH,GWALIOR,2001,84,168,59
MADHYA PRADESH,HARDA,2001,14,12,28
MADHYA PRADESH,HOSHANGABAD,2001,53,57,65
MADHYA PRADESH,INDORE,2001,111,133,84
MADHYA PRADESH,INDORE RLY.,2001,6,4,2
MADHYA PRADESH,JABALPUR,2001,103,167,108
MADHYA PRADESH,JABALPUR RLY.,2001,3,0,0
MADHYA PRADESH,JHABUA,2001,124,119,44
MADHYA PRADESH,KATNI,2001,51,37,25
MADHYA PRADESH,KHANDWA,2001,41,46,63
MADHYA PRADESH,KHARGON,2001,47,41,47
MADHYA PRADESH,MANDLA,2001,35,13,64
MADHYA PRADESH,MANDSAUR,2001,28,33,41
MADHYA PRADESH,MORENA,2001,63,99,35
MADHYA PRADESH,NARSINGHPUR,2001,38,49,70
MADHYA PRADESH,NEEMUCH,2001,17,18,37
MADHYA PRADESH,PANNA,2001,24,26,44
MADHYA PRADESH,RAISEN,2001,39,79,79
MADHYA PRADESH,RAJGARH,2001,42,68,95
MADHYA PRADESH,RATLAM,2001,58,60,70
MADHYA PRADESH,REWA,2001,53,54,31
MADHYA PRADESH,SAGAR,2001,84,122,141
MADHYA PRADESH,SATNA,2001,49,48,58
MADHYA PRADESH,SEONI,2001,40,25,52
MADHYA PRADESH,SHAHDOL,2001,57,28,63
MADHYA PRADESH,SHAJAPUR,2001,42,46,90
MADHYA PRADESH,SHEOPUR,2001,24,30,21
MADHYA PRADESH,SHIVPURI,2001,88,63,72
MADHYA PRADESH,SIDHI,2001,36,21,42
MADHYA PRADESH,SIHORE,2001,35,54,59
MADHYA PRADESH,TIKAMGARH,2001,53,46,86
MADHYA PRADESH,UJJAIN,2001,84,163,59
MADHYA PRADESH,UMARIYA,2001,19,12,25
MADHYA PRADESH,VIDISHA,2001,47,56,112
MADHYA PRADESH,TOTAL,2001,2425,2870,2851
MAHARASHTRA,AHMEDNAGAR,2001,97,41,44
MAHARASHTRA,AKOLA,2001,64,41,15
MAHARASHTRA,AMRAVATI COMMR.,2001,44,29,23
MAHARASHTRA,AMRAVATI RURAL,2001,72,23,42
MAHARASHTRA,AURANGABAD COMMR.,2001,36,27,14
MAHARASHTRA,AURANGABAD RURAL,2001,61,12,28
MAHARASHTRA,BEED,2001,68,43,22
MAHARASHTRA,BHANDARA,2001,32,22,39
MAHARASHTRA,BULDHANA,2001,49,32,22
MAHARASHTRA,CHANDRAPUR,2001,49,26,43
MAHARASHTRA,DHULE,2001,48,25,16
MAHARASHTRA,GADCHIROLI,2001,47,24,27
MAHARASHTRA,GONDIA,2001,41,17,23
MAHARASHTRA,HINGOLI,2001,36,27,20
MAHARASHTRA,JALGAON,2001,83,44,19
MAHARASHTRA,JALNA,2001,43,24,16
MAHARASHTRA,KOLHAPUR,2001,54,33,26
MAHARASHTRA,LATUR,2001,42,17,7
MAHARASHTRA,MUMBAI,2001,295,200,127
MAHARASHTRA,MUMBAI RLY.,2001,12,9,2
MAHARASHTRA,NAGPUR COMMR.,2001,112,70,39
MAHARASHTRA,NAGPUR RLY.,2001,12,1,2
MAHARASHTRA,NAGPUR RURAL,2001,101,56,81
MAHARASHTRA,NANDED,2001,80,66,23
MAHARASHTRA,NANDURBAR,2001,44,20,16
MAHARASHTRA,NASIK COMMR.,2001,25,14,9
MAHARASHTRA,NASIK RURAL,2001,92,54,39
MAHARASHTRA,NAVI MUMBAI,2001,34,18,17
MAHARASHTRA,OSMANABAD,2001,48,13,16
MAHARASHTRA,PARBHANI,2001,49,28,25
MAHARASHTRA,PUNE COMMR.,2001,71,44,56
MAHARASHTRA,PUNE RLY.,2001,4,1,0
MAHARASHTRA,PUNE RURAL,2001,119,41,42
MAHARASHTRA,RAIGAD,2001,53,11,20
MAHARASHTRA,RATNAGIRI,2001,17,5,10
MAHARASHTRA,SANGLI,2001,85,24,32
MAHARASHTRA,SATARA,2001,57,19,32
MAHARASHTRA,SINDHUDURG,2001,14,4,7
MAHARASHTRA,SOLAPUR COMMR.,2001,30,14,16
MAHARASHTRA,SOLAPUR RURAL,2001,101,30,35
MAHARASHTRA,THANE COMMR.,2001,133,81,39
MAHARASHTRA,THANE RURAL,2001,140,33,65
MAHARASHTRA,WARDHA,2001,60,25,35
MAHARASHTRA,WASHIM,2001,29,21,15
MAHARASHTRA,YAVATMAL,2001,56,45,56
MAHARASHTRA,TOTAL,2001,2839,1454,1302
MANIPUR,BISHNUPUR,2001,29,25,1
MANIPUR,CHANDEL,2001,7,7,0
MANIPUR,CHURACHANDPUR,2001,35,21,1
MANIPUR,IMPHAL(EAST),2001,29,29,7
MANIPUR,IMPHAL(WEST),2001,44,42,7
MANIPUR,SENAPATI,2001,27,10,0
MANIPUR,TAMENGLONG,2001,2,1,0
MANIPUR,THOUBAL,2001,32,32,4
MANIPUR,UKHRUL,2001,4,1,0
MANIPUR,TOTAL,2001,209,168,20
MEGHALAYA,GARO HILLS EAST,2001,16,9,2
MEGHALAYA,GARO HILLS SOUTH,2001,6,3,1
MEGHALAYA,GARO HILLS WEST,2001,19,3,5
MEGHALAYA,JAINTIA HILLS,2001,35,3,7
MEGHALAYA,KHASI HILLS EAST,2001,50,25,5
MEGHALAYA,KHASI HILLS WEST,2001,16,2,4
MEGHALAYA,RI-BHOI,2001,22,2,2
MEGHALAYA,TOTAL,2001,164,47,26
MIZORAM,AIZAWL,2001,12,6,26
MIZORAM,CHAMPHAI,2001,2,1,7
MIZORAM,KOLASIB,2001,3,1,6
MIZORAM,LAWNGTLAI,2001,2,0,2
MIZORAM,LUNGLEI,2001,5,4,3
MIZORAM,MAMIT,2001,4,0,0
MIZORAM,SAIHA,2001,2,2,3
MIZORAM,SERCHHIP,2001,1,1,5
MIZORAM,TOTAL,2001,31,15,52
NAGALAND,DIMAPUR,2001,36,5,4
NAGALAND,KIPHIRE,2001,1,0,0
NAGALAND,KOHIMA,2001,25,16,6
NAGALAND,MOKOKCHUNG,2001,12,2,1
NAGALAND,MON,2001,3,3,2
NAGALAND,PEREN,2001,0,2,0
NAGALAND,PHEK,2001,7,4,1
NAGALAND,TUENSANG,2001,1,3,0
NAGALAND,WOKHA,2001,12,3,1
NAGALAND,ZUNHEBOTO,2001,4,1,2
NAGALAND,TOTAL,2001,101,39,17
ODISHA,ANGUL,2001,39,27,33
ODISHA,BALASORE,2001,17,10,58
ODISHA,BARAGARH,2001,23,36,19
ODISHA,BERHAMPUR,2001,23,52,10
ODISHA,BHADRAK,2001,27,10,35
ODISHA,BOLANGIR,2001,32,10,19
ODISHA,BOUDH,2001,9,6,6
ODISHA,CUTTACK,2001,35,143,34
ODISHA,DEOGARH,2001,16,2,8
ODISHA,DHENKANAL,2001,25,30,15
ODISHA,GAJAPATI,2001,19,7,10
ODISHA,GANJAM,2001,58,92,22
ODISHA,JAGATSINGHPUR,2001,26,21,12
ODISHA,JAJPUR,2001,21,16,24
ODISHA,JHARSUGUDA,2001,15,29,12
ODISHA,KALAHANDI,2001,29,34,30
ODISHA,KANDHAMAL,2001,24,10,34
ODISHA,KENDRAPARA,2001,24,36,11
ODISHA,KEONJHAR,2001,62,31,38
ODISHA,KHURDA,2001,46,85,65
ODISHA,KORAPUT,2001,39,30,38
ODISHA,MALKANGIR,2001,36,27,14
ODISHA,MAYURBHANJ,2001,74,45,77
ODISHA,NAYAGARH,2001,26,43,17
ODISHA,NOWRANGPUR,2001,19,22,13
ODISHA,NUAPADA,2001,13,2,9
ODISHA,PURI,2001,25,96,41
ODISHA,RAYAGADA,2001,35,17,9
ODISHA,ROURKELA,2001,20,22,12
ODISHA,SAMBALPUR,2001,39,90,18
ODISHA,SONEPUR,2001,9,20,8
ODISHA,SRP(CUTTACK),2001,3,3,1
ODISHA,SRP(ROURKELA),2001,7,1,2
ODISHA,SUNDARGARH,2001,72,46,36
ODISHA,TOTAL,2001,987,1151,790
PUNJAB,AMRITSAR,2001,36,43,9
PUNJAB,BARNALA,2001,15,29,12
PUNJAB,BATALA,2001,18,24,8
PUNJAB,BHATINDA,2001,25,38,13
PUNJAB,FARIDKOT,2001,12,7,6
PUNJAB,FATEHGARH SAHIB,2001,16,23,11
PUNJAB,FEROZEPUR,2001,50,53,22
PUNJAB,G.R.P,2001,10,0,0
PUNJAB,GURDASPUR,2001,22,20,12
PUNJAB,HOSHIARPUR,2001,47,30,19
PUNJAB,JAGRAON,2001,27,33,19
PUNJAB,JALANDHAR,2001,74,72,21
PUNJAB,KAPURTHALA,2001,20,24,8
PUNJAB,KHANNA,2001,17,17,6
PUNJAB,LUDHIANA,2001,74,68,38
PUNJAB,MAJITHA,2001,26,25,9
PUNJAB,MANSA,2001,25,21,6
PUNJAB,MOGA,2001,23,32,11
PUNJAB,MUKTSAR,2001,19,27,3
PUNJAB,NAWAN SHAHR,2001,17,19,11
PUNJAB,PATIALA,2001,56,74,23
PUNJAB,ROPAR,2001,26,19,6
PUNJAB,SANGRUR,2001,46,45,15
PUNJAB,TARN TARAN,2001,37,46,10
PUNJAB,TOTAL,2001,738,789,298
RAJASTHAN,AJMER,2001,39,47,16
RAJASTHAN,ALWAR,2001,85,83,34
RAJASTHAN,BANSWARA,2001,40,24,90
RAJASTHAN,BARAN,2001,36,95,81
RAJASTHAN,BARMER,2001,11,26,13
RAJASTHAN,BHARATPUR,2001,75,98,48
RAJASTHAN,BHILWARA,2001,34,54,42
RAJASTHAN,BIKANER,2001,21,101,35
RAJASTHAN,BUNDI,2001,33,72,36
RAJASTHAN,CHITTORGARH,2001,41,59,67
RAJASTHAN,CHURU,2001,26,40,24
RAJASTHAN,DAUSA,2001,28,21,9
RAJASTHAN,DHOLPUR,2001,42,76,24
RAJASTHAN,DUNGARPUR,2001,31,9,17
RAJASTHAN,G.R.P.,2001,3,2,1
RAJASTHAN,GANGANAGAR,2001,51,97,55
RAJASTHAN,HANUMANGARH,2001,56,83,35
RAJASTHAN,JAIPUR,2001,91,90,61
RAJASTHAN,JAISALMER,2001,9,0,2
RAJASTHAN,JALORE,2001,17,35,10
RAJASTHAN,JHALAWAR,2001,38,99,65
RAJASTHAN,JHUNJHUNU,2001,37,19,19
RAJASTHAN,JODHPUR,2001,30,79,20
RAJASTHAN,KARAULI,2001,35,0,21
RAJASTHAN,KOTA,2001,58,310,50
RAJASTHAN,NAGAUR,2001,48,17,22
RAJASTHAN,PALI,2001,43,53,25
RAJASTHAN,RAJSAMAND,2001,15,16,13
RAJASTHAN,SAWAI MADHOPUR,2001,23,19,19
RAJASTHAN,SIKAR,2001,46,31,13
RAJASTHAN,SIROHI,2001,31,35,22
RAJASTHAN,TONK,2001,19,32,17
RAJASTHAN,UDAIPUR,2001,67,101,43
RAJASTHAN,TOTAL,2001,1259,1923,1049
SIKKIM,EAST,2001,13,7,7
SIKKIM,NORTH,2001,1,0,0
SIKKIM,SOUTH,2001,4,3,1
SIKKIM,WEST,2001,1,1,0
SIKKIM,TOTAL,2001,19,11,8
TAMIL NADU,ARIYALUR,2001,24,41,6
TAMIL NADU,CHENGAI,2001,78,98,20
TAMIL NADU,CHENNAI,2001,91,298,28
TAMIL NADU,CHENNAI RLY.,2001,5,1,0
TAMIL NADU,COIMBATORE RURAL,2001,77,49,18
TAMIL NADU,COIMBATORE URBAN,2001,16,20,4
TAMIL NADU,CUDDALORE,2001,60,177,16
TAMIL NADU,DHARMAPURI,2001,88,88,17
TAMIL NADU,DINDIGUL,2001,72,74,14
TAMIL NADU,ERODE,2001,63,22,9
TAMIL NADU,KANCHIPURAM,2001,45,61,21
TAMIL NADU,KANYAKUMARI,2001,33,65,6
TAMIL NADU,KARUR,2001,28,12,4
TAMIL NADU,MADURAI RURAL,2001,64,51,13
